MAGs	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
GL122_UP_metabinner_5	GL122_UP_metabinner_5_239	2970	No terminal repeats	NA	5	11	0.9787	NA	3	5.9592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_5	GL122_UP_metabinner_5_125	4507	No terminal repeats	NA	5	11	0.977	NA	2	6.3916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_5	GL122_UP_metabinner_5_104	4808	No terminal repeats	NA	9	11	0.9707	NA	1	4.7276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_5	GL122_UP_metabinner_5_284	2578	No terminal repeats	NA	4	11	0.9617	NA	1	5.1525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_5	GL122_UP_metabinner_5_108	4729	No terminal repeats	NA	10	11	0.9601	NA	1	4.5184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_5	GL122_UP_metabinner_5_150	3998	No terminal repeats	NA	6	11	0.9555	NA	1	3.1204	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_5	GL122_UP_metabinner_5_113	4697	No terminal repeats	NA	11	11	0.9365	NA	1	2.8036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL122_UP_metabinner_5	GL122_UP_metabinner_5_262	25036	No terminal repeats	NA	29	11	0.8744	NA	7	18.1273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_concoct_187	GL124_DN_concoct_187_437	5234	No terminal repeats	NA	6	11	0.8624	NA	1	4.7942	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_concoct_187	GL124_DN_concoct_187_43	14820	No terminal repeats	NA	18	11	0.8068	NA	1	5.5683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_concoct_3	GL124_DN_concoct_3_987	4449	No terminal repeats	NA	5	11	0.9677	NA	1	2.9978	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_concoct_48_sub	GL124_DN_concoct_48_sub_352	1776	No terminal repeats	NA	2	11	0.9359	NA	2	3.0891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabat_128	GL124_DN_metabat_128_979	16223	No terminal repeats	NA	26	11	0.9567	NA	5	12.1975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabat_128	GL124_DN_metabat_128_275	4704	No terminal repeats	NA	6	11	0.9501	NA	1	3.3786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_24	GL124_DN_metabinner_24_212	3510	No terminal repeats	NA	4	11	0.9814	NA	1	5.8894	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_24	GL124_DN_metabinner_24_187	3088	No terminal repeats	NA	6	11	0.9337	NA	1	3.5341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_24	GL124_DN_metabinner_24_236	7526	No terminal repeats	NA	10	11	0.8967	NA	1	9.1117	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_24	GL124_DN_metabinner_24_88|provirus_10587_29469	18883	Provirus	10587-29469	24	11	0.8894	NA	9	19.7763	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_24	GL124_DN_metabinner_24_221	4112	No terminal repeats	NA	5	11	0.8582	NA	1	3.9634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_25	GL124_DN_metabinner_25_35	6004	No terminal repeats	NA	10	11	0.9782	NA	3	6.8675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_3	GL124_DN_metabinner_3_140	46406	No terminal repeats	NA	64	11	0.9707	NA	6	30.7542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_3	GL124_DN_metabinner_3_76|provirus_1_20147	20147	Provirus	1-20147	33	11	0.8976	NA	4	20.5378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_32_sub	GL124_DN_metabinner_32_sub_715	6447	No terminal repeats	NA	6	11	0.8815	NA	1	1.7669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_32_sub	GL124_DN_metabinner_32_sub_667	3178	No terminal repeats	NA	4	11	0.8189	NA	2	3.4316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_44	GL124_DN_metabinner_44_649	4785	No terminal repeats	NA	6	11	0.9751	NA	1	6.0126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_DN_metabinner_44	GL124_DN_metabinner_44_173	2222	No terminal repeats	NA	2	11	0.8039	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_118_sub	GL124_UP_concoct_118_sub_384	15253	No terminal repeats	NA	22	11	0.9427	NA	1	11.0062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_118_sub	GL124_UP_concoct_118_sub_232	5951	No terminal repeats	NA	6	11	0.9316	NA	1	4.9055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GL124_UP_concoct_118_sub	GL124_UP_concoct_118_sub_278	1770	No terminal repeats	NA	2	11	0.9046	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_118_sub	GL124_UP_concoct_118_sub_525	3498	No terminal repeats	NA	6	11	0.901	NA	1	6.8632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_188_sub	GL124_UP_concoct_188_sub_132	2243	No terminal repeats	NA	3	11	0.9312	NA	1	2.7927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_188_sub	GL124_UP_concoct_188_sub_532	1507	No terminal repeats	NA	5	11	0.9167	NA	1	6.6109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_188_sub	GL124_UP_concoct_188_sub_243	1961	No terminal repeats	NA	3	11	0.8325	NA	2	4.3563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_213	GL124_UP_concoct_213_919	3319	No terminal repeats	NA	5	11	0.9107	NA	1	3.3207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_213	GL124_UP_concoct_213_350	1965	No terminal repeats	NA	6	11	0.8227	NA	1	3.0776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_213	GL124_UP_concoct_213_803	3959	No terminal repeats	NA	4	11	0.8175	NA	2	2.9443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_concoct_70_sub	GL124_UP_concoct_70_sub_535	2773	No terminal repeats	NA	2	11	0.8599	NA	1	1.7165	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GL124_UP_metabat_8_sub	GL124_UP_metabat_8_sub_524	29157	No terminal repeats	NA	43	11	0.935	NA	3	23.6451	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_metabat_89	GL124_UP_metabat_89_128	3381	No terminal repeats	NA	5	11	0.9715	NA	3	6.2789	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_metabat_89	GL124_UP_metabat_89_86	4331	No terminal repeats	NA	8	11	0.9644	NA	1	2.9306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_metabat_89	GL124_UP_metabat_89_52|provirus_102413_113701	11289	Provirus	102413-113701	15	11	0.9205	NA	2	6.7186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_metabinner_16	GL124_UP_metabinner_16_30	6732	No terminal repeats	NA	9	11	0.9798	NA	1	6.4731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_metabinner_16	GL124_UP_metabinner_16_73	103308	DTR	NA	143	11	0.9759	NA	10	136.3424	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL124_UP_metabinner_24_sub	GL124_UP_metabinner_24_sub_512	2715	No terminal repeats	NA	3	11	0.9541	NA	2	2.9776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL127_UP_concoct_103	GL127_UP_concoct_103_1031	6490	No terminal repeats	NA	8	11	0.9663	NA	1	7.3967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL127_UP_metabinner_5	GL127_UP_metabinner_5_29	2299	No terminal repeats	NA	2	11	0.8115	NA	2	3.4348	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL13_UpB_metabat_56_sub	GL13_UpB_metabat_56_sub_131	5532	No terminal repeats	NA	5	11	0.8387	NA	4	6.7045	Unclassified
GL130_DN_concoct_4	GL130_DN_concoct_4_193	1844	No terminal repeats	NA	2	11	0.8336	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL130_UP_concoct_108_sub	GL130_UP_concoct_108_sub_1171	11043	No terminal repeats	NA	14	11	0.9746	NA	2	9.1809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL130_UP_concoct_108_sub	GL130_UP_concoct_108_sub_817	13977	No terminal repeats	NA	16	11	0.9464	NA	2	11.1313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL130_UP_concoct_108_sub	GL130_UP_concoct_108_sub_988	5906	No terminal repeats	NA	9	11	0.8715	NA	1	3.3924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL130_UP_concoct_108_sub	GL130_UP_concoct_108_sub_787	6719	No terminal repeats	NA	6	11	0.859	NA	1	2.5954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL132_DN_concoct_262	GL132_DN_concoct_262_1084	3113	No terminal repeats	NA	4	11	0.9677	NA	1	3.4339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL132_DN_concoct_262	GL132_DN_concoct_262_725	4115	No terminal repeats	NA	5	11	0.9533	NA	3	4.3897	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL132_UP_concoct_180	GL132_UP_concoct_180_1004	6180	No terminal repeats	NA	5	11	0.8597	NA	1	2.6219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_concoct_143	GL133_DN_concoct_143_201	18430	No terminal repeats	NA	21	11	0.9809	NA	2	23.2197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_concoct_143	GL133_DN_concoct_143_139	4029	No terminal repeats	NA	4	11	0.9781	NA	3	5.2929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_concoct_143	GL133_DN_concoct_143_65	24140	No terminal repeats	NA	40	11	0.9756	NA	2	22.0939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_concoct_143	GL133_DN_concoct_143_170	8617	No terminal repeats	NA	15	11	0.9695	NA	2	12.5356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_concoct_143	GL133_DN_concoct_143_255	7135	No terminal repeats	NA	15	11	0.9497	NA	2	7.9621	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_concoct_143	GL133_DN_concoct_143_362	2597	No terminal repeats	NA	4	11	0.9446	NA	2	4.1341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_concoct_143	GL133_DN_concoct_143_216	3439	No terminal repeats	NA	5	11	0.9166	NA	2	2.4238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_concoct_143	GL133_DN_concoct_143_268	3094	No terminal repeats	NA	7	11	0.9048	NA	1	2.8347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_metabinner_11_sub	GL133_DN_metabinner_11_sub_516	12545	No terminal repeats	NA	20	11	0.9771	NA	2	7.8092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_metabinner_11_sub	GL133_DN_metabinner_11_sub_327	7036	No terminal repeats	NA	11	11	0.9701	NA	1	10.3076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_metabinner_11_sub	GL133_DN_metabinner_11_sub_498	2406	No terminal repeats	NA	4	11	0.947	NA	2	4.4038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL133_DN_metabinner_5	GL133_DN_metabinner_5_149	2018	No terminal repeats	NA	3	11	0.8176	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL135_DN_metabinner_19	GL135_DN_metabinner_19_73	2148	No terminal repeats	NA	1	11	0.8995	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL135_DN_metabinner_19	GL135_DN_metabinner_19_393	6530	No terminal repeats	NA	12	11	0.8907	NA	5	13.9234	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL135_DN_metabinner_19	GL135_DN_metabinner_19_39	2241	No terminal repeats	NA	3	11	0.8665	NA	1	5.038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL135_UP_concoct_162	GL135_UP_concoct_162_179	4733	No terminal repeats	NA	7	11	0.981	NA	1	8.327	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL135_UP_concoct_231	GL135_UP_concoct_231_739	3721	No terminal repeats	NA	1	11	0.9453	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL135_UP_concoct_231	GL135_UP_concoct_231_145	2190	No terminal repeats	NA	2	11	0.8067	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL135_UP_metabat_97_sub	GL135_UP_metabat_97_sub_358	3408	No terminal repeats	NA	6	11	0.9677	NA	2	6.8411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL137_UP_concoct_28	GL137_UP_concoct_28_1280	6388	No terminal repeats	NA	10	11	0.9785	NA	6	11.9047	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL137_UP_concoct_28	GL137_UP_concoct_28_932	3335	No terminal repeats	NA	7	11	0.9159	NA	1	6.3594	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL137_UP_concoct_28	GL137_UP_concoct_28_265	5091	No terminal repeats	NA	3	11	0.8825	NA	1	3.2583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL137_UP_concoct_7	GL137_UP_concoct_7_490	9162	No terminal repeats	NA	16	11	0.9284	NA	1	4.6569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL137_UP_metabat_84	GL137_UP_metabat_84_125	10730	No terminal repeats	NA	25	11	0.8549	NA	2	7.6224	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL139_DN_metabinner_2	GL139_DN_metabinner_2_466	2098	No terminal repeats	NA	3	11	0.8767	NA	1	3.0211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL139_DN_metabinner_2	GL139_DN_metabinner_2_456	2118	No terminal repeats	NA	2	11	0.8569	NA	1	3.1784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL139_DN_metabinner_2	GL139_DN_metabinner_2_304	5001	No terminal repeats	NA	4	11	0.8367	NA	1	3.1783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL139_UP_concoct_52_sub	GL139_UP_concoct_52_sub_353	12479	No terminal repeats	NA	15	11	0.9345	NA	3	5.7472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL139_UP_concoct_52_sub	GL139_UP_concoct_52_sub_701	8508	No terminal repeats	NA	12	11	0.8999	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL139_UP_metabinner_1	GL139_UP_metabinner_1_559	11940	No terminal repeats	NA	14	11	0.9731	NA	4	8.5852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL139_UP_metabinner_1	GL139_UP_metabinner_1_906	8358	No terminal repeats	NA	12	11	0.8221	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL139_UP_metabinner_10	GL139_UP_metabinner_10_98	2679	No terminal repeats	NA	4	11	0.9499	NA	1	2.9787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL139_UP_metabinner_10	GL139_UP_metabinner_10_416	3454	No terminal repeats	NA	4	11	0.9442	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GL14_Down_concoct_38	GL14_Down_concoct_38_911	4150	No terminal repeats	NA	1	11	0.9397	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL14_Down_concoct_38	GL14_Down_concoct_38_1127	3516	No terminal repeats	NA	7	11	0.9389	NA	1	1.6521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL14_Down_concoct_38	GL14_Down_concoct_38_72	5193	No terminal repeats	NA	5	11	0.8594	NA	1	2.9583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL14_Down_concoct_38	GL14_Down_concoct_38_974	5037	No terminal repeats	NA	3	11	0.8542	NA	1	2.6134	Viruses
GL14_Up_metabinner_14_sub	GL14_Up_metabinner_14_sub_178	2247	No terminal repeats	NA	2	11	0.8166	NA	2	3.3499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_120	GL140_1_concoct_120_10	1519	No terminal repeats	NA	4	11	0.9218	NA	1	3.0949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_122	GL140_1_concoct_122_6	12593	No terminal repeats	NA	14	11	0.9799	NA	2	12.26	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_210	3424	No terminal repeats	NA	7	11	0.9811	NA	3	8.353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_544	1645	No terminal repeats	NA	2	11	0.9589	NA	2	2.7639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_341	2910	No terminal repeats	NA	3	11	0.9537	NA	2	4.4856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_537	3104	No terminal repeats	NA	3	11	0.9467	NA	3	3.7767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_143	2456	No terminal repeats	NA	5	11	0.9464	NA	5	6.7554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_659	2179	No terminal repeats	NA	3	11	0.9433	NA	2	3.6551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_540	2690	No terminal repeats	NA	4	11	0.9375	NA	1	4.3428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_87	1512	No terminal repeats	NA	3	11	0.9305	NA	3	3.6423	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_165	2028	No terminal repeats	NA	3	11	0.898	NA	1	2.9335	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_565	2004	No terminal repeats	NA	1	11	0.8978	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_503	1721	No terminal repeats	NA	5	11	0.8808	NA	2	4.2078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_57	1735	No terminal repeats	NA	3	11	0.8694	NA	1	2.9124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_519	6380	No terminal repeats	NA	13	11	0.8604	NA	2	8.8229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_209	GL140_1_concoct_209_38	1848	No terminal repeats	NA	4	11	0.8242	NA	1	1.8992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_253_sub	GL140_1_concoct_253_sub_836	5750	No terminal repeats	NA	7	11	0.8181	NA	1	1.5135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_concoct_88_sub	GL140_1_concoct_88_sub_110	3761	No terminal repeats	NA	2	11	0.874	NA	1	2.9282	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_metabat_162	GL140_1_metabat_162_107	17129	No terminal repeats	NA	38	11	0.9752	NA	3	12.8062	Viruses
GL140_1_metabinner_16	GL140_1_metabinner_16_474	2568	No terminal repeats	NA	7	11	0.922	NA	4	10.0486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_metabinner_16	GL140_1_metabinner_16_213	3457	No terminal repeats	NA	3	11	0.8897	NA	1	3.7542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_metabinner_16	GL140_1_metabinner_16_79	9184	No terminal repeats	NA	11	11	0.886	NA	6	9.0513	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_metabinner_31_sub	GL140_1_metabinner_31_sub_588	15873	No terminal repeats	NA	26	11	0.9078	NA	5	13.5559	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_metabinner_32	GL140_1_metabinner_32_5	9208	No terminal repeats	NA	9	11	0.9804	NA	1	11.2905	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_metabinner_32	GL140_1_metabinner_32_54|provirus_18433_29814	11382	Provirus	18433-29814	15	11	0.9545	NA	8	19.5497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_1_metabinner_34_sub	GL140_1_metabinner_34_sub_37	12134	No terminal repeats	NA	17	11	0.8755	NA	8	10.445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_144	GL140_2_concoct_144_386	1965	No terminal repeats	NA	2	11	0.8709	NA	1	3.1191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_144	GL140_2_concoct_144_450	7009	No terminal repeats	NA	13	11	0.8675	NA	7	14.2196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_320	GL140_2_concoct_320_179	2587	No terminal repeats	NA	4	11	0.8818	NA	2	4.9191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_320	GL140_2_concoct_320_1006	7040	No terminal repeats	NA	8	11	0.8718	NA	3	12.9773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_320	GL140_2_concoct_320_183	2404	No terminal repeats	NA	3	11	0.8612	NA	1	4.1938	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_333	GL140_2_concoct_333_1126	2947	No terminal repeats	NA	3	11	0.9549	NA	2	2.6369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_38	GL140_2_concoct_38_93	1745	No terminal repeats	NA	3	11	0.9251	NA	1	5.042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_38	GL140_2_concoct_38_8	1522	No terminal repeats	NA	4	11	0.8628	NA	1	6.8707	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_38	GL140_2_concoct_38_240	1989	No terminal repeats	NA	3	11	0.8212	NA	1	3.3906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_concoct_47_sub	GL140_2_concoct_47_sub_808	2048	No terminal repeats	NA	1	11	0.8336	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_metabat_101	GL140_2_metabat_101_27	4068	No terminal repeats	NA	12	11	0.9787	NA	1	4.7518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_metabat_110_sub	GL140_2_metabat_110_sub_274|provirus_4500_28602	24103	Provirus	4500-28602	33	11	0.9222	NA	5	19.0369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_metabinner_76	GL140_2_metabinner_76_856	2584	No terminal repeats	NA	2	11	0.951	NA	1	3.0769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_metabinner_76	GL140_2_metabinner_76_248	3634	No terminal repeats	NA	5	11	0.8769	NA	1	4.326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_metabinner_78	GL140_2_metabinner_78_4	12106	No terminal repeats	NA	11	11	0.9784	NA	1	6.4212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_2_metabinner_78	GL140_2_metabinner_78_200	8584	No terminal repeats	NA	8	11	0.9747	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GL140_2_metabinner_78	GL140_2_metabinner_78_463	27704	No terminal repeats	NA	39	11	0.9729	NA	2	20.4148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL140_3_concoct_119_sub	GL140_3_concoct_119_sub_274	4493	No terminal repeats	NA	4	11	0.9286	NA	1	2.9241	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
